,Departamento,Anio,Concepto,Cantidad
3706,Amazonas,2018,Consultorios en el servicio de urgencias,10
3707,Amazonas,2018,Salas de quirófanos,2
3708,Amazonas,2018,Mesas de partos,9
3709,Amazonas,2018,Número de unidades de odontología,11
3710,Antioquia,2018,Camas de hospitalización,3.487
3711,Antioquia,2018,Camas de observación,1.100
3712,Antioquia,2018,Consultorios de consulta externa,1.264
3713,Antioquia,2018,Consultorios en el servicio de urgencias,231
3714,Antioquia,2018,Salas de quirófanos,68
3715,Antioquia,2018,Mesas de partos,142
3716,Antioquia,2018,Número de unidades de odontología,497
3717,Arauca,2018,Camas de hospitalización,242
3718,Arauca,2018,Camas de observación,103
3719,Arauca,2018,Consultorios de consulta externa,79
3720,Arauca,2018,Consultorios en el servicio de urgencias,17
3721,Arauca,2018,Salas de quirófanos,10
3722,Arauca,2018,Mesas de partos,9
3723,Arauca,2018,Número de unidades de odontología,31
3724,Atlántico,2018,Camas de hospitalización,551
3725,Atlántico,2018,Camas de observación,187
3726,Atlántico,2018,Consultorios de consulta externa,209
3727,Atlántico,2018,Consultorios en el servicio de urgencias,42
3728,Atlántico,2018,Salas de quirófanos,10
3729,Atlántico,2018,Mesas de partos,28
3730,Atlántico,2018,Número de unidades de odontología,87
3731,"Bogotá, D.C.",2018,Camas de hospitalización,3.104
3732,"Bogotá, D.C.",2018,Camas de observación,724
3733,"Bogotá, D.C.",2018,Consultorios de consulta externa,1.026
3734,"Bogotá, D.C.",2018,Consultorios en el servicio de urgencias,118
3735,"Bogotá, D.C.",2018,Salas de quirófanos,70
3736,"Bogotá, D.C.",2018,Mesas de partos,17
3737,"Bogotá, D.C.",2018,Número de unidades de odontología,234
3738,Bolívar,2018,Camas de hospitalización,899
3739,Bolívar,2018,Camas de observación,421
3740,Bolívar,2018,Consultorios de consulta externa,409
3741,Bolívar,2018,Consultorios en el servicio de urgencias,97
3742,Bolívar,2018,Salas de quirófanos,18
3743,Bolívar,2018,Mesas de partos,57
3744,Bolívar,2018,Número de unidades de odontología,168
3745,Boyacá,2018,Camas de hospitalización,938
3746,Boyacá,2018,Camas de observación,215
3747,Boyacá,2018,Consultorios de consulta externa,600
3748,Boyacá,2018,Consultorios en el servicio de urgencias,62
3749,Boyacá,2018,Salas de quirófanos,23
3750,Boyacá,2018,Mesas de partos,34
3751,Boyacá,2018,Número de unidades de odontología,219
3752,Caldas,2018,Camas de hospitalización,730
3753,Caldas,2018,Camas de observación,185
3754,Caldas,2018,Consultorios de consulta externa,270
3755,Caldas,2018,Consultorios en el servicio de urgencias,57
3756,Caldas,2018,Salas de quirófanos,11
3757,Caldas,2018,Mesas de partos,36
3758,Caldas,2018,Número de unidades de odontología,119
3759,Caquetá,2018,Camas de hospitalización,310
3760,Caquetá,2018,Camas de observación,123
3761,Caquetá,2018,Consultorios de consulta externa,89
3762,Caquetá,2018,Consultorios en el servicio de urgencias,24
3763,Caquetá,2018,Salas de quirófanos,4
3764,Caquetá,2018,Mesas de partos,20
3765,Caquetá,2018,Número de unidades de odontología,47
3766,Casanare,2018,Camas de hospitalización,342
3767,Casanare,2018,Camas de observación,87
3768,Casanare,2018,Consultorios de consulta externa,106
3769,Casanare,2018,Consultorios en el servicio de urgencias,31
3770,Casanare,2018,Salas de quirófanos,6
3771,Casanare,2018,Mesas de partos,21
3772,Casanare,2018,Número de unidades de odontología,43
3773,Cauca,2018,Camas de hospitalización,813
3774,Cauca,2018,Camas de observación,357
3775,Cauca,2018,Consultorios de consulta externa,255
3776,Cauca,2018,Consultorios en el servicio de urgencias,73
3777,Cauca,2018,Salas de quirófanos,16
3778,Cauca,2018,Mesas de partos,54
3779,Cauca,2018,Número de unidades de odontología,191
3780,Cesar,2018,Camas de hospitalización,652
3781,Cesar,2018,Camas de observación,332
3782,Cesar,2018,Consultorios de consulta externa,305
3783,Cesar,2018,Consultorios en el servicio de urgencias,67
3784,Cesar,2018,Salas de quirófanos,13
3785,Cesar,2018,Mesas de partos,44
3786,Cesar,2018,Número de unidades de odontología,95
3787,Chocó,2018,Camas de hospitalización,234
3788,Chocó,2018,Camas de observación,107
3789,Chocó,2018,Consultorios de consulta externa,33
3790,Chocó,2018,Consultorios en el servicio de urgencias,12
3791,Chocó,2018,Salas de quirófanos,3
3792,Chocó,2018,Mesas de partos,8
3793,Chocó,2018,Número de unidades de odontología,12
3794,Córdoba,2018,Camas de hospitalización,804
3795,Córdoba,2018,Camas de observación,413
3796,Córdoba,2018,Consultorios de consulta externa,543
3797,Córdoba,2018,Consultorios en el servicio de urgencias,81
3798,Córdoba,2018,Salas de quirófanos,13
3799,Córdoba,2018,Mesas de partos,41
3800,Córdoba,2018,Número de unidades de odontología,123
3801,Cundinamarca,2018,Camas de hospitalización,1.544
3802,Cundinamarca,2018,Camas de observación,466
3803,Cundinamarca,2018,Consultorios de consulta externa,698
3804,Cundinamarca,2018,Consultorios en el servicio de urgencias,117
3805,Cundinamarca,2018,Salas de quirófanos,44
3806,Cundinamarca,2018,Mesas de partos,52
3807,Cundinamarca,2018,Número de unidades de odontología,241
3808,Guaviare,2018,Camas de hospitalización,106
3809,Guaviare,2018,Camas de observación,9
3810,Guaviare,2018,Consultorios de consulta externa,32
3811,Guaviare,2018,Consultorios en el servicio de urgencias,6
3812,Guaviare,2018,Salas de quirófanos,2
3813,Guaviare,2018,Mesas de partos,4
3814,Guaviare,2018,Número de unidades de odontología,13
3815,Huila,2018,Camas de hospitalización,901
3816,Huila,2018,Camas de observación,478
3817,Huila,2018,Consultorios de consulta externa,353
3818,Huila,2018,Consultorios en el servicio de urgencias,84
3819,Huila,2018,Salas de quirófanos,21
3820,Huila,2018,Mesas de partos,45
3821,Huila,2018,Número de unidades de odontología,168
3822,La Guajira,2018,Camas de hospitalización,357
3823,La Guajira,2018,Camas de observación,148
3824,La Guajira,2018,Consultorios de consulta externa,132
3825,La Guajira,2018,Consultorios en el servicio de urgencias,29
3826,La Guajira,2018,Salas de quirófanos,9
3827,La Guajira,2018,Mesas de partos,24
3828,La Guajira,2018,Número de unidades de odontología,47
3829,Magdalena,2018,Camas de hospitalización,863
3830,Magdalena,2018,Camas de observación,304
3831,Magdalena,2018,Consultorios de consulta externa,266
3832,Magdalena,2018,Consultorios en el servicio de urgencias,65
3833,Magdalena,2018,Salas de quirófanos,16
3834,Magdalena,2018,Mesas de partos,57
3835,Magdalena,2018,Número de unidades de odontología,121
3836,Meta,2018,Camas de hospitalización,678
3837,Meta,2018,Camas de observación,276
3838,Meta,2018,Consultorios de consulta externa,271
3839,Meta,2018,Consultorios en el servicio de urgencias,57
3840,Meta,2018,Salas de quirófanos,11
3841,Meta,2018,Mesas de partos,34
3842,Meta,2018,Número de unidades de odontología,77
3843,Nariño,2018,Camas de hospitalización,742
3844,Nariño,2018,Camas de observación,581
3845,Nariño,2018,Consultorios de consulta externa,452
3846,Nariño,2018,Consultorios en el servicio de urgencias,97
3847,Nariño,2018,Salas de quirófanos,19
3848,Nariño,2018,Mesas de partos,71
3849,Nariño,2018,Número de unidades de odontología,225
3850,Norte de Santander,2018,Camas de hospitalización,925
3851,Norte de Santander,2018,Camas de observación,368
3852,Norte de Santander,2018,Consultorios de consulta externa,327
3853,Norte de Santander,2018,Consultorios en el servicio de urgencias,85
3854,Norte de Santander,2018,Salas de quirófanos,15
3855,Norte de Santander,2018,Mesas de partos,66
3856,Norte de Santander,2018,Número de unidades de odontología,125
3857,Putumayo,2018,Camas de hospitalización,317
3858,Putumayo,2018,Camas de observación,122
3859,Putumayo,2018,Consultorios de consulta externa,87
3860,Putumayo,2018,Consultorios en el servicio de urgencias,22
3861,Putumayo,2018,Salas de quirófanos,8
3862,Putumayo,2018,Mesas de partos,9
3863,Putumayo,2018,Número de unidades de odontología,36
3864,Quindío,2018,Camas de hospitalización,562
3865,Quindío,2018,Camas de observación,160
3866,Quindío,2018,Consultorios de consulta externa,202
3867,Quindío,2018,Consultorios en el servicio de urgencias,36
3868,Quindío,2018,Salas de quirófanos,7
3869,Quindío,2018,Mesas de partos,13
3870,Quindío,2018,Número de unidades de odontología,69
3871,Risaralda,2018,Camas de hospitalización,709
3872,Risaralda,2018,Camas de observación,228
3873,Risaralda,2018,Consultorios de consulta externa,309
3874,Risaralda,2018,Consultorios en el servicio de urgencias,43
3875,Risaralda,2018,Salas de quirófanos,14
3876,Risaralda,2018,Mesas de partos,17
3877,Risaralda,2018,Número de unidades de odontología,97
3878,Santander,2018,Camas de hospitalización,1.561
3879,Santander,2018,Camas de observación,474
3880,Santander,2018,Consultorios de consulta externa,413
3881,Santander,2018,Consultorios en el servicio de urgencias,126
3882,Santander,2018,Salas de quirófanos,33
3883,Santander,2018,Mesas de partos,94
3884,Santander,2018,Número de unidades de odontología,179
3885,Sucre,2018,Camas de hospitalización,583
3886,Sucre,2018,Camas de observación,240
3887,Sucre,2018,Consultorios de consulta externa,194
3888,Sucre,2018,Consultorios en el servicio de urgencias,42
3889,Sucre,2018,Salas de quirófanos,10
3890,Sucre,2018,Mesas de partos,35
3891,Sucre,2018,Número de unidades de odontología,60
3892,Tolima,2018,Camas de hospitalización,1.085
3893,Tolima,2018,Camas de observación,332
3894,Tolima,2018,Consultorios de consulta externa,338
3895,Tolima,2018,Consultorios en el servicio de urgencias,86
3896,Tolima,2018,Salas de quirófanos,18
3897,Tolima,2018,Mesas de partos,58
3898,Tolima,2018,Número de unidades de odontología,117
3899,Valle del Cauca,2018,Camas de hospitalización,1.777
3900,Valle del Cauca,2018,Camas de observación,648
3901,Valle del Cauca,2018,Consultorios de consulta externa,1.141
3902,Valle del Cauca,2018,Consultorios en el servicio de urgencias,141
3903,Valle del Cauca,2018,Salas de quirófanos,44
3904,Valle del Cauca,2018,Mesas de partos,61
3905,Valle del Cauca,2018,Número de unidades de odontología,399
3906,Vaupés,2018,Camas de hospitalización,14
3907,Vaupés,2018,Camas de observación,0
3908,Vaupés,2018,Consultorios de consulta externa,5
3909,Vaupés,2018,Consultorios en el servicio de urgencias,3
3910,Vaupés,2018,Salas de quirófanos,1
3911,Vaupés,2018,Mesas de partos,3
3912,Vaupés,2018,Número de unidades de odontología,5
3913,Vichada,2018,Camas de hospitalización,87
3914,Vichada,2018,Camas de observación,10
3915,Vichada,2018,Consultorios de consulta externa,16
3916,Vichada,2018,Consultorios en el servicio de urgencias,5
3917,Vichada,2018,Salas de quirófanos,2
3918,Vichada,2018,Mesas de partos,5
3919,Vichada,2018,Número de unidades de odontología,6
3920,Nacional,2019,Camas de hospitalización,26.138
3921,Nacional,2019,Camas de observación,9.551
3922,Nacional,2019,Consultorios de consulta externa,10.413
3923,Nacional,2019,Consultorios en el servicio de urgencias,1.972
3924,Nacional,2019,Salas de quirófanos,525
3925,Nacional,2019,Mesas de partos,1.142
3926,Nacional,2019,Número de unidades de odontología,3.836
3927,Amazonas,2019,Camas de hospitalización,76
3928,Amazonas,2019,Camas de observación,40
3929,Amazonas,2019,Consultorios de consulta externa,24
3930,Amazonas,2019,Consultorios en el servicio de urgencias,7
3931,Amazonas,2019,Salas de quirófanos,1
3932,Amazonas,2019,Mesas de partos,9
3933,Amazonas,2019,Número de unidades de odontología,9
3934,Antioquia,2019,Camas de hospitalización,3.478
3935,Antioquia,2019,Camas de observación,1.066
3936,Antioquia,2019,Consultorios de consulta externa,1.266
3937,Antioquia,2019,Consultorios en el servicio de urgencias,223
3938,Antioquia,2019,Salas de quirófanos,60
3939,Antioquia,2019,Mesas de partos,138
3940,Antioquia,2019,Número de unidades de odontología,489
3941,Arauca,2019,Camas de hospitalización,282
3942,Arauca,2019,Camas de observación,108
3943,Arauca,2019,Consultorios de consulta externa,97
3944,Arauca,2019,Consultorios en el servicio de urgencias,18
3945,Arauca,2019,Salas de quirófanos,10
3946,Arauca,2019,Mesas de partos,9
3947,Arauca,2019,Número de unidades de odontología,31
3948,Atlántico,2019,Camas de hospitalización,548
3949,Atlántico,2019,Camas de observación,211
3950,Atlántico,2019,Consultorios de consulta externa,204
3951,Atlántico,2019,Consultorios en el servicio de urgencias,42
3952,Atlántico,2019,Salas de quirófanos,10
3953,Atlántico,2019,Mesas de partos,27
3954,Atlántico,2019,Número de unidades de odontología,85
3955,"Bogotá, D.C.",2019,Camas de hospitalización,3.042
3956,"Bogotá, D.C.",2019,Camas de observación,809
3957,"Bogotá, D.C.",2019,Consultorios de consulta externa,868
3958,"Bogotá, D.C.",2019,Consultorios en el servicio de urgencias,104
3959,"Bogotá, D.C.",2019,Salas de quirófanos,67
3960,"Bogotá, D.C.",2019,Mesas de partos,17
3961,"Bogotá, D.C.",2019,Número de unidades de odontología,222
3962,Bolívar,2019,Camas de hospitalización,893
3963,Bolívar,2019,Camas de observación,422
3964,Bolívar,2019,Consultorios de consulta externa,399
3965,Bolívar,2019,Consultorios en el servicio de urgencias,93
3966,Bolívar,2019,Salas de quirófanos,18
3967,Bolívar,2019,Mesas de partos,56
3968,Bolívar,2019,Número de unidades de odontología,165
3969,Boyacá,2019,Camas de hospitalización,951
3970,Boyacá,2019,Camas de observación,214
3971,Boyacá,2019,Consultorios de consulta externa,575
3972,Boyacá,2019,Consultorios en el servicio de urgencias,63
3973,Boyacá,2019,Salas de quirófanos,22
3974,Boyacá,2019,Mesas de partos,34
3975,Boyacá,2019,Número de unidades de odontología,214
3976,Caldas,2019,Camas de hospitalización,706
3977,Caldas,2019,Camas de observación,195
3978,Caldas,2019,Consultorios de consulta externa,254
3979,Caldas,2019,Consultorios en el servicio de urgencias,58
3980,Caldas,2019,Salas de quirófanos,13
3981,Caldas,2019,Mesas de partos,37
3982,Caldas,2019,Número de unidades de odontología,107
3983,Caquetá,2019,Camas de hospitalización,326
3984,Caquetá,2019,Camas de observación,136
3985,Caquetá,2019,Consultorios de consulta externa,89
3986,Caquetá,2019,Consultorios en el servicio de urgencias,24
3987,Caquetá,2019,Salas de quirófanos,4
3988,Caquetá,2019,Mesas de partos,20
3989,Caquetá,2019,Número de unidades de odontología,47
3990,Casanare,2019,Camas de hospitalización,372
3991,Casanare,2019,Camas de observación,111
3992,Casanare,2019,Consultorios de consulta externa,113
3993,Casanare,2019,Consultorios en el servicio de urgencias,33
3994,Casanare,2019,Salas de quirófanos,6
3995,Casanare,2019,Mesas de partos,23
3996,Casanare,2019,Número de unidades de odontología,42
3997,Cauca,2019,Camas de hospitalización,828
3998,Cauca,2019,Camas de observación,372
3999,Cauca,2019,Consultorios de consulta externa,263
4000,Cauca,2019,Consultorios en el servicio de urgencias,72
4001,Cauca,2019,Salas de quirófanos,16
4002,Cauca,2019,Mesas de partos,52
4003,Cauca,2019,Número de unidades de odontología,205
4004,Cesar,2019,Camas de hospitalización,643
4005,Cesar,2019,Camas de observación,331
4006,Cesar,2019,Consultorios de consulta externa,363
4007,Cesar,2019,Consultorios en el servicio de urgencias,71
4008,Cesar,2019,Salas de quirófanos,13
4009,Cesar,2019,Mesas de partos,40
4010,Cesar,2019,Número de unidades de odontología,98
4011,Chocó,2019,Camas de hospitalización,220
4012,Chocó,2019,Camas de observación,108
4013,Chocó,2019,Consultorios de consulta externa,29
4014,Chocó,2019,Consultorios en el servicio de urgencias,9
4015,Chocó,2019,Salas de quirófanos,2
4016,Chocó,2019,Mesas de partos,7
4017,Chocó,2019,Número de unidades de odontología,10
4018,Córdoba,2019,Camas de hospitalización,862
4019,Córdoba,2019,Camas de observación,426
4020,Córdoba,2019,Consultorios de consulta externa,570
4021,Córdoba,2019,Consultorios en el servicio de urgencias,86
4022,Córdoba,2019,Salas de quirófanos,13
4023,Córdoba,2019,Mesas de partos,43
4024,Córdoba,2019,Número de unidades de odontología,152
4025,Cundinamarca,2019,Camas de hospitalización,1.636
4026,Cundinamarca,2019,Camas de observación,489
4027,Cundinamarca,2019,Consultorios de consulta externa,677
4028,Cundinamarca,2019,Consultorios en el servicio de urgencias,130
4029,Cundinamarca,2019,Salas de quirófanos,47
4030,Cundinamarca,2019,Mesas de partos,48
4031,Cundinamarca,2019,Número de unidades de odontología,248
4032,Guaviare,2019,Camas de hospitalización,97
4033,Guaviare,2019,Camas de observación,9
4034,Guaviare,2019,Consultorios de consulta externa,39
4035,Guaviare,2019,Consultorios en el servicio de urgencias,6
4036,Guaviare,2019,Salas de quirófanos,2
4037,Guaviare,2019,Mesas de partos,1
4038,Guaviare,2019,Número de unidades de odontología,11
4039,Huila,2019,Camas de hospitalización,916
4040,Huila,2019,Camas de observación,543
4041,Huila,2019,Consultorios de consulta externa,338
4042,Huila,2019,Consultorios en el servicio de urgencias,85
4043,Huila,2019,Salas de quirófanos,20
4044,Huila,2019,Mesas de partos,42
4045,Huila,2019,Número de unidades de odontología,168
4046,La Guajira,2019,Camas de hospitalización,364
4047,La Guajira,2019,Camas de observación,151
4048,La Guajira,2019,Consultorios de consulta externa,129
4049,La Guajira,2019,Consultorios en el servicio de urgencias,31
4050,La Guajira,2019,Salas de quirófanos,9
4051,La Guajira,2019,Mesas de partos,22
4052,La Guajira,2019,Número de unidades de odontología,41
4053,Magdalena,2019,Camas de hospitalización,872
4054,Magdalena,2019,Camas de observación,296
4055,Magdalena,2019,Consultorios de consulta externa,296
4056,Magdalena,2019,Consultorios en el servicio de urgencias,68
4057,Magdalena,2019,Salas de quirófanos,16
4058,Magdalena,2019,Mesas de partos,56
4059,Magdalena,2019,Número de unidades de odontología,121
4060,Meta,2019,Camas de hospitalización,672
4061,Meta,2019,Camas de observación,277
4062,Meta,2019,Consultorios de consulta externa,284
4063,Meta,2019,Consultorios en el servicio de urgencias,59
4064,Meta,2019,Salas de quirófanos,12
4065,Meta,2019,Mesas de partos,34
4066,Meta,2019,Número de unidades de odontología,77
4067,Nariño,2019,Camas de hospitalización,746
4068,Nariño,2019,Camas de observación,584
4069,Nariño,2019,Consultorios de consulta externa,482
4070,Nariño,2019,Consultorios en el servicio de urgencias,97
4071,Nariño,2019,Salas de quirófanos,19
4072,Nariño,2019,Mesas de partos,68
4073,Nariño,2019,Número de unidades de odontología,219
4074,Norte de Santander,2019,Camas de hospitalización,871
4075,Norte de Santander,2019,Camas de observación,349
4076,Norte de Santander,2019,Consultorios de consulta externa,335
4077,Norte de Santander,2019,Consultorios en el servicio de urgencias,86
4078,Norte de Santander,2019,Salas de quirófanos,12
4079,Norte de Santander,2019,Mesas de partos,67
4080,Norte de Santander,2019,Número de unidades de odontología,125
4081,Putumayo,2019,Camas de hospitalización,327
4082,Putumayo,2019,Camas de observación,125
4083,Putumayo,2019,Consultorios de consulta externa,86
4084,Putumayo,2019,Consultorios en el servicio de urgencias,23
4085,Putumayo,2019,Salas de quirófanos,8
4086,Putumayo,2019,Mesas de partos,9
4087,Putumayo,2019,Número de unidades de odontología,36
4088,Quindío,2019,Camas de hospitalización,536
4089,Quindío,2019,Camas de observación,152
4090,Quindío,2019,Consultorios de consulta externa,186
4091,Quindío,2019,Consultorios en el servicio de urgencias,33
4092,Quindío,2019,Salas de quirófanos,7
4093,Quindío,2019,Mesas de partos,13
4094,Quindío,2019,Número de unidades de odontología,68
4095,Risaralda,2019,Camas de hospitalización,697
4096,Risaralda,2019,Camas de observación,239
4097,Risaralda,2019,Consultorios de consulta externa,310
4098,Risaralda,2019,Consultorios en el servicio de urgencias,43
4099,Risaralda,2019,Salas de quirófanos,12
4100,Risaralda,2019,Mesas de partos,18
4101,Risaralda,2019,Número de unidades de odontología,97
4102,Santander,2019,Camas de hospitalización,1.581
4103,Santander,2019,Camas de observación,483
4104,Santander,2019,Consultorios de consulta externa,414
4105,Santander,2019,Consultorios en el servicio de urgencias,125
4106,Santander,2019,Salas de quirófanos,28
4107,Santander,2019,Mesas de partos,94
4108,Santander,2019,Número de unidades de odontología,177
4109,Sucre,2019,Camas de hospitalización,583
4110,Sucre,2019,Camas de observación,263
4111,Sucre,2019,Consultorios de consulta externa,196
4112,Sucre,2019,Consultorios en el servicio de urgencias,43
4113,Sucre,2019,Salas de quirófanos,8
4114,Sucre,2019,Mesas de partos,34
4115,Sucre,2019,Número de unidades de odontología,62
4116,Tolima,2019,Camas de hospitalización,1.084
4117,Tolima,2019,Camas de observación,352
4118,Tolima,2019,Consultorios de consulta externa,330
4119,Tolima,2019,Consultorios en el servicio de urgencias,85
4120,Tolima,2019,Salas de quirófanos,23
4121,Tolima,2019,Mesas de partos,57
4122,Tolima,2019,Número de unidades de odontología,111
4123,Valle del Cauca,2019,Camas de hospitalización,1.835
4124,Valle del Cauca,2019,Camas de observación,674
4125,Valle del Cauca,2019,Consultorios de consulta externa,1.175
4126,Valle del Cauca,2019,Consultorios en el servicio de urgencias,147
4127,Valle del Cauca,2019,Salas de quirófanos,44
4128,Valle del Cauca,2019,Mesas de partos,59
4129,Valle del Cauca,2019,Número de unidades de odontología,386
4130,Vaupés,2019,Camas de hospitalización,14
4131,Vaupés,2019,Camas de observación,0
4132,Vaupés,2019,Consultorios de consulta externa,5
4133,Vaupés,2019,Consultorios en el servicio de urgencias,3
4134,Vaupés,2019,Salas de quirófanos,1
4135,Vaupés,2019,Mesas de partos,3
4136,Vaupés,2019,Número de unidades de odontología,5
4137,Vichada,2019,Camas de hospitalización,80
4138,Vichada,2019,Camas de observación,16
4139,Vichada,2019,Consultorios de consulta externa,17
4140,Vichada,2019,Consultorios en el servicio de urgencias,5
4141,Vichada,2019,Salas de quirófanos,2
4142,Vichada,2019,Mesas de partos,5
4143,Vichada,2019,Número de unidades de odontología,8
4144,Nacional,2020,Camas de hospitalización,27.491
4145,Nacional,2020,Camas de observación,9.387
4146,Nacional,2020,Consultorios de consulta externa,10.730
4147,Nacional,2020,Consultorios en el servicio de urgencias,2.041
4148,Nacional,2020,Salas de quirófanos,542
4149,Nacional,2020,Mesas de partos,1.174
4150,Nacional,2020,Número de unidades de odontología,3.909
4151,Amazonas,2020,Camas de hospitalización,109
4152,Amazonas,2020,Camas de observación,32
4153,Amazonas,2020,Consultorios de consulta externa,23
4154,Amazonas,2020,Consultorios en el servicio de urgencias,4
4155,Amazonas,2020,Salas de quirófanos,2
4156,Amazonas,2020,Mesas de partos,9
4157,Amazonas,2020,Número de unidades de odontología,16
4158,Antioquia,2020,Camas de hospitalización,3.570
4159,Antioquia,2020,Camas de observación,935
4160,Antioquia,2020,Consultorios de consulta externa,1.295
4161,Antioquia,2020,Consultorios en el servicio de urgencias,229
4162,Antioquia,2020,Salas de quirófanos,62
4163,Antioquia,2020,Mesas de partos,140
4164,Antioquia,2020,Número de unidades de odontología,498
4165,Arauca,2020,Camas de hospitalización,327
4166,Arauca,2020,Camas de observación,102
4167,Arauca,2020,Consultorios de consulta externa,98
4168,Arauca,2020,Consultorios en el servicio de urgencias,18
4169,Arauca,2020,Salas de quirófanos,10
4170,Arauca,2020,Mesas de partos,8
4171,Arauca,2020,Número de unidades de odontología,34
4172,Atlántico,2020,Camas de hospitalización,550
4173,Atlántico,2020,Camas de observación,240
4174,Atlántico,2020,Consultorios de consulta externa,192
4175,Atlántico,2020,Consultorios en el servicio de urgencias,46
4176,Atlántico,2020,Salas de quirófanos,6
4177,Atlántico,2020,Mesas de partos,29
4178,Atlántico,2020,Número de unidades de odontología,85
4179,"Bogotá, D.C.",2020,Camas de hospitalización,3.042
4180,"Bogotá, D.C.",2020,Camas de observación,781
4181,"Bogotá, D.C.",2020,Consultorios de consulta externa,819
4182,"Bogotá, D.C.",2020,Consultorios en el servicio de urgencias,104
4183,"Bogotá, D.C.",2020,Salas de quirófanos,67
4184,"Bogotá, D.C.",2020,Mesas de partos,17
4185,"Bogotá, D.C.",2020,Número de unidades de odontología,208
4186,Bolívar,2020,Camas de hospitalización,898
4187,Bolívar,2020,Camas de observación,388
4188,Bolívar,2020,Consultorios de consulta externa,397
4189,Bolívar,2020,Consultorios en el servicio de urgencias,89
4190,Bolívar,2020,Salas de quirófanos,20
4191,Bolívar,2020,Mesas de partos,57
4192,Bolívar,2020,Número de unidades de odontología,157
4193,Boyacá,2020,Camas de hospitalización,1.024
4194,Boyacá,2020,Camas de observación,242
4195,Boyacá,2020,Consultorios de consulta externa,670
4196,Boyacá,2020,Consultorios en el servicio de urgencias,68
4197,Boyacá,2020,Salas de quirófanos,22
4198,Boyacá,2020,Mesas de partos,34
4199,Boyacá,2020,Número de unidades de odontología,269
4200,Caldas,2020,Camas de hospitalización,763
4201,Caldas,2020,Camas de observación,188
4202,Caldas,2020,Consultorios de consulta externa,261
4203,Caldas,2020,Consultorios en el servicio de urgencias,56
4204,Caldas,2020,Salas de quirófanos,13
4205,Caldas,2020,Mesas de partos,37
4206,Caldas,2020,Número de unidades de odontología,109
4207,Caquetá,2020,Camas de hospitalización,337
4208,Caquetá,2020,Camas de observación,102
4209,Caquetá,2020,Consultorios de consulta externa,72
4210,Caquetá,2020,Consultorios en el servicio de urgencias,23
4211,Caquetá,2020,Salas de quirófanos,4
4212,Caquetá,2020,Mesas de partos,19
4213,Caquetá,2020,Número de unidades de odontología,46
4214,Casanare,2020,Camas de hospitalización,416
4215,Casanare,2020,Camas de observación,119
4216,Casanare,2020,Consultorios de consulta externa,119
4217,Casanare,2020,Consultorios en el servicio de urgencias,38
4218,Casanare,2020,Salas de quirófanos,6
4219,Casanare,2020,Mesas de partos,23
4220,Casanare,2020,Número de unidades de odontología,41
4221,Cauca,2020,Camas de hospitalización,894
4222,Cauca,2020,Camas de observación,369
4223,Cauca,2020,Consultorios de consulta externa,256
4224,Cauca,2020,Consultorios en el servicio de urgencias,72
4225,Cauca,2020,Salas de quirófanos,18
4226,Cauca,2020,Mesas de partos,51
4227,Cauca,2020,Número de unidades de odontología,209
4228,Cesar,2020,Camas de hospitalización,720
4229,Cesar,2020,Camas de observación,333
4230,Cesar,2020,Consultorios de consulta externa,339
4231,Cesar,2020,Consultorios en el servicio de urgencias,68
4232,Cesar,2020,Salas de quirófanos,13
4233,Cesar,2020,Mesas de partos,38
4234,Cesar,2020,Número de unidades de odontología,99
4235,Chocó,2020,Camas de hospitalización,341
4236,Chocó,2020,Camas de observación,169
4237,Chocó,2020,Consultorios de consulta externa,85
4238,Chocó,2020,Consultorios en el servicio de urgencias,34
4239,Chocó,2020,Salas de quirófanos,2
4240,Chocó,2020,Mesas de partos,29
4241,Chocó,2020,Número de unidades de odontología,34
4242,Córdoba,2020,Camas de hospitalización,901
4243,Córdoba,2020,Camas de observación,489
4244,Córdoba,2020,Consultorios de consulta externa,565
4245,Córdoba,2020,Consultorios en el servicio de urgencias,91
4246,Córdoba,2020,Salas de quirófanos,14
4247,Córdoba,2020,Mesas de partos,42
4248,Córdoba,2020,Número de unidades de odontología,150
4249,Cundinamarca,2020,Camas de hospitalización,1.620
4250,Cundinamarca,2020,Camas de observación,511
4251,Cundinamarca,2020,Consultorios de consulta externa,711
4252,Cundinamarca,2020,Consultorios en el servicio de urgencias,142
4253,Cundinamarca,2020,Salas de quirófanos,49
4254,Cundinamarca,2020,Mesas de partos,48
4255,Cundinamarca,2020,Número de unidades de odontología,245
4256,Guainía,2020,Camas de hospitalización,39
4257,Guainía,2020,Camas de observación,17
4258,Guainía,2020,Consultorios de consulta externa,18
4259,Guainía,2020,Consultorios en el servicio de urgencias,1
4260,Guainía,2020,Salas de quirófanos,3
4261,Guainía,2020,Mesas de partos,3
4262,Guainía,2020,Número de unidades de odontología,7
4263,Guaviare,2020,Camas de hospitalización,116
4264,Guaviare,2020,Camas de observación,9
4265,Guaviare,2020,Consultorios de consulta externa,39
4266,Guaviare,2020,Consultorios en el servicio de urgencias,6
4267,Guaviare,2020,Salas de quirófanos,2
4268,Guaviare,2020,Mesas de partos,4
4269,Guaviare,2020,Número de unidades de odontología,11
4270,Huila,2020,Camas de hospitalización,1.048
4271,Huila,2020,Camas de observación,445
4272,Huila,2020,Consultorios de consulta externa,334
4273,Huila,2020,Consultorios en el servicio de urgencias,93
